Model,Candidate,Mean RMSE,Std RMSE,Mean MAE,Mean R2,Mean Directional Accuracy,Mean Fit Seconds,Parameters
LightGBM,8,0.06535782975244162,0.006582926239846372,0.0487950224155753,-0.28759394799251287,0.5275948103792415,1.5665263175964355,"{'subsample': 0.8, 'reg_lambda': 1.0, 'num_leaves': 31, 'n_estimators': 250, 'min_child_samples': 50, 'max_depth': -1, 'learning_rate': 0.03, 'colsample_bytree': 1.0}"
LightGBM,13,0.06551788900014152,0.007236591360743353,0.04902187833862495,-0.2943010975508711,0.5245508982035928,5.8775214672088625,"{'subsample': 0.6, 'reg_lambda': 2.0, 'num_leaves': 127, 'n_estimators': 350, 'min_child_samples': 30, 'max_depth': -1, 'learning_rate': 0.03, 'colsample_bytree': 0.7}"
LightGBM,6,0.06655863829924048,0.005721409424855019,0.0495801566170959,-0.33488827562742907,0.5230538922155687,2.226007270812988,"{'subsample': 0.9, 'reg_lambda': 2.0, 'num_leaves': 63, 'n_estimators': 350, 'min_child_samples': 50, 'max_depth': 7, 'learning_rate': 0.03, 'colsample_bytree': 0.9}"
LightGBM,9,0.06667475588926108,0.006999181181999824,0.04981202677501706,-0.33873829674807465,0.5294910179640718,3.9057928562164306,"{'subsample': 0.9, 'reg_lambda': 5.0, 'num_leaves': 127, 'n_estimators': 350, 'min_child_samples': 30, 'max_depth': 10, 'learning_rate': 0.05, 'colsample_bytree': 0.8}"
LightGBM,5,0.06688655978906247,0.006314176491511382,0.04995085906805804,-0.34767613554713406,0.525499001996008,2.9069018363952637,"{'subsample': 1.0, 'reg_lambda': 0.0, 'num_leaves': 127, 'n_estimators': 350, 'min_child_samples': 50, 'max_depth': 10, 'learning_rate': 0.05, 'colsample_bytree': 0.9}"
LightGBM,10,0.06767057832369028,0.006196270490032591,0.05050403406341723,-0.38100496111853893,0.5150698602794411,3.1429888248443603,"{'subsample': 0.8, 'reg_lambda': 0.0, 'num_leaves': 31, 'n_estimators': 500, 'min_child_samples': 20, 'max_depth': -1, 'learning_rate': 0.05, 'colsample_bytree': 0.9}"
LightGBM,21,0.06777312198451327,0.006195279229671493,0.050802362791121436,-0.383057492290606,0.5208582834331338,0.7807065010070801,"{'subsample': 0.6, 'reg_lambda': 0.5, 'num_leaves': 15, 'n_estimators': 250, 'min_child_samples': 20, 'max_depth': 7, 'learning_rate': 0.05, 'colsample_bytree': 0.8}"
LightGBM,22,0.06782941065250443,0.005477020801927699,0.05080994746438154,-0.3883476999670757,0.5283433133732534,2.4476164817810058,"{'subsample': 0.6, 'reg_lambda': 2.0, 'num_leaves': 63, 'n_estimators': 250, 'min_child_samples': 50, 'max_depth': 10, 'learning_rate': 0.1, 'colsample_bytree': 1.0}"
LightGBM,27,0.0689452338642013,0.0056995062265815105,0.05163395804402594,-0.4386679732467842,0.5246506986027943,2.212485122680664,"{'subsample': 0.9, 'reg_lambda': 0.0, 'num_leaves': 15, 'n_estimators': 500, 'min_child_samples': 20, 'max_depth': 7, 'learning_rate': 0.05, 'colsample_bytree': 1.0}"
LightGBM,26,0.06906067123928268,0.005441799370225923,0.05175971707239382,-0.43971254125940085,0.5119760479041917,0.5650053977966308,"{'subsample': 0.8, 'reg_lambda': 1.0, 'num_leaves': 31, 'n_estimators': 250, 'min_child_samples': 30, 'max_depth': 3, 'learning_rate': 0.1, 'colsample_bytree': 0.9}"
